country_code,country,year,measure,flow_code,ecy,coa,nga,oop,gso,die,ker,lpg,jfu,wnd,sol,hyd,ore,nuc,bio,hea,totren,total
DZA,Algeria,2018,ktoe,food_forest,277,0,506,0,0,17,0,21,0,0,0,0,0,0,0,0,0,820
DZA,Algeria,2018,ktoe,imports,44,346,0,650,133,255,0,0,0,0,0,0,0,0,0,0,0,1427
DZA,Algeria,2018,ktoe,info_agrc,104,0,32,0,0,17,0,21,0,0,0,0,0,0,0,0,0,174
DZA,Algeria,2018,ktoe,info_fish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DZA,Algeria,2018,ktoe,info_food,173,0,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647
DZA,Algeria,2018,ktoe,info_wood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DZA,Algeria,2018,ktoe,ironstl,4,116,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528
DZA,Algeria,2018,ktoe,machinery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DZA,Algeria,2018,ktoe,mining_chemicals,162,0,57,0,0,5,0,0,0,0,0,0,0,0,0,0,0,224
DZA,Algeria,2018,ktoe,nonenuse,0,0,4040,530,0,0,0,0,0,0,0,0,0,0,0,0,0,4570
DZA,Algeria,2018,ktoe,nonferrmet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DZA,Algeria,2018,ktoe,ononspec,625,0,703,0,62,658,0,53,0,0,0,0,0,0,0,0,0,2101
DZA,Algeria,2018,ktoe,other_manufact,1027,0,175,19,1,72,14,61,0,0,0,0,0,0,15,0,15,1384
DZA,Algeria,2018,ktoe,ownuse,-696,0,-3103,-915,0,0,0,-37,0,0,0,0,0,0,0,0,0,-4751
DZA,Algeria,2018,ktoe,pipeline,36,0,687,63,0,0,0,0,0,0,0,0,0,0,0,0,0,786
DZA,Algeria,2018,ktoe,power,6592,0,-16149,0,0,-228,0,0,0,-1,-56,-10,0,0,0,0,-67,-9852
DZA,Algeria,2018,ktoe,production,0,0,101847,53593,0,0,0,0,0,1,56,10,0,0,22,0,89,155529
DZA,Algeria,2018,ktoe,rail,65,0,0,106,0,39,0,0,0,0,0,0,0,0,0,0,0,210
DZA,Algeria,2018,ktoe,resident,2126,0,9033,0,0,0,0,1672,0,0,0,0,0,0,7,0,7,12838
DZA,Algeria,2018,ktoe,road,0,0,0,0,4149,9299,0,767,0,0,0,0,0,0,0,0,0,14214
DZA,Algeria,2018,ktoe,services,268,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569
DZA,Algeria,2018,ktoe,statdiff,-36,-1,3,297,448,217,0,-113,0,0,0,0,0,0,0,0,0,815
DZA,Algeria,2018,ktoe,stockcha,0,29,19,214,-360,-254,0,-32,-500,0,0,0,0,0,0,0,0,-884
DZA,Algeria,2018,ktoe,tes,-8,375,53344,16727,-227,1,0,-7840,-1515,1,56,10,0,0,22,0,89,60947
DZA,Algeria,2018,ktoe,tfc,5000,116,19135,718,4212,10475,19,2584,99,0,0,0,0,0,22,0,22,42379
DZA,Algeria,2018,ktoe,tottranf,6592,-162,-21253,-14887,4012,10310,19,776,1614,-1,-56,-10,0,0,0,0,-67,-13048
DZA,Algeria,2018,ktoe,transfer,0,0,-9369,87,0,0,0,9810,0,0,0,0,0,0,0,0,0,529
DZA,Algeria,2018,ktoe,worldav,,0,0,0,,,,,0,,0,,0,,0,0,,
AGO,Angola,2018,ktoe,cement,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,Angola,2018,ktoe,construc,0,0,0,20,5,74,0,0,0,0,0,0,0,0,0,0,0,98
AGO,Angola,2018,ktoe,distloss,-114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-114
AGO,Angola,2018,ktoe,domesair,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,42
AGO,Angola,2018,ktoe,domesnav,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,11
AGO,Angola,2018,ktoe,eloutput,0,0,0,3001,0,0,0,0,0,0,0,8734,0,0,0,0,8734,11735
AGO,Angola,2018,ktoe,exports,0,0,-4354,-69427,-7,-31,0,-365,-10,0,0,0,0,0,0,0,0,-74194
AGO,Angola,2018,ktoe,food_forest,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6
AGO,Angola,2018,ktoe,imports,0,0,0,153,1190,1952,49,379,146,0,0,0,0,0,0,0,0,3868
AGO,Angola,2018,ktoe,info_agrc,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6
AGO,Angola,2018,ktoe,info_fish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,Angola,2018,ktoe,info_food,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,Angola,2018,ktoe,info_wood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,Angola,2018,ktoe,ironstl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,Angola,2018,ktoe,machinery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,Angola,2018,ktoe,mining_chemicals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,Angola,2018,ktoe,nonenuse,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,184
AGO,Angola,2018,ktoe,nonferrmet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,Angola,2018,ktoe,ononspec,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
AGO,Angola,2018,ktoe,other_manufact,293,0,324,68,8,0,26,6,0,0,0,0,0,0,113,0,113,838
AGO,Angola,2018,ktoe,ownuse,-25,0,-379,-61,0,0,0,0,0,0,0,0,0,0,0,0,0,-465
AGO,Angola,2018,ktoe,pipeline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,Angola,2018,ktoe,power,1009,0,0,-762,0,-1165,0,0,0,0,0,-751,0,0,0,0,-751,-1669
AGO,Angola,2018,ktoe,production,0,0,6235,71605,0,0,0,0,0,0,0,751,0,0,6369,0,7120,84960
AGO,Angola,2018,ktoe,rail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AGO,Angola,2018,ktoe,resident,577,0,0,0,0,183,0,376,0,0,0,0,0,0,4718,0,4718,5854
AGO,Angola,2018,ktoe,road,0,0,0,0,636,1612,0,0,0,0,0,0,0,0,0,0,0,2247
AGO,Angola,2018,ktoe,services,0,0,0,0,41,484,0,21,0,0,0,0,0,0,0,0,0,547
AGO,Angola,2018,ktoe,statdiff,0,0,0,-1493,-494,1163,-60,-963,-24,0,0,0,0,0,0,0,0,-1872
AGO,Angola,2018,ktoe,stockcha,0,0,0,1060,0,0,0,0,-313,0,0,0,0,0,0,0,0,747
AGO,Angola,2018,ktoe,tes,0,0,1882,3390,1183,1921,49,14,-177,0,0,751,0,0,6369,0,7120,15381
AGO,Angola,2018,ktoe,tfc,870,0,324,272,694,2370,26,403,42,0,0,0,0,0,4831,0,4831,9832
AGO,Angola,2018,ktoe,tottranf,1009,0,0,-1563,6,-714,37,20,243,0,0,-751,0,0,-1538,0,-2289,-3252
AGO,Angola,2018,ktoe,transfer,0,0,-1179,0,0,0,0,1332,0,0,0,0,0,0,0,0,0,153
AGO,Angola,2018,ktoe,worldav,,0,0,0,,,,,0,,0,,0,,0,0,,
ARG,Argentina,2018,ktoe,cement,406,0,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531
ARG,Argentina,2018,ktoe,construc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARG,Argentina,2018,ktoe,distloss,-2036,0,-1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3544
ARG,Argentina,2018,ktoe,domesair,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,0,0,604
ARG,Argentina,2018,ktoe,domesnav,0,0,0,21,0,260,0,0,0,0,0,0,0,0,0,0,0,281
ARG,Argentina,2018,ktoe,eloutput,0,2283,95357,2818,0,3993,0,0,0,1413,108,32285,145,6902,1215,0,35166,146518
ARG,Argentina,2018,ktoe,exports,-24,-1,-373,-4874,-1,-33,0,-1246,-1,0,0,0,-1247,0,0,0,-1247,-7801
ARG,Argentina,2018,ktoe,food_forest,1202,0,1564,27,0,3287,0,84,0,0,0,0,0,0,0,0,0,6164
ARG,Argentina,2018,ktoe,imports,846,1280,8159,1228,464,2722,0,0,175,0,0,0,0,0,0,0,0,14874
ARG,Argentina,2018,ktoe,info_agrc,79,0,0,27,0,3287,0,84,0,0,0,0,0,0,0,0,0,3476
ARG,Argentina,2018,ktoe,info_fish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARG,Argentina,2018,ktoe,info_food,1081,0,1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2636
ARG,Argentina,2018,ktoe,info_wood,42,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
ARG,Argentina,2018,ktoe,ironstl,518,510,856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1883
ARG,Argentina,2018,ktoe,machinery,220,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282
ARG,Argentina,2018,ktoe,mining_chemicals,1057,0,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581
ARG,Argentina,2018,ktoe,nonenuse,0,50,774,2832,0,0,0,82,0,0,0,0,0,0,0,0,0,3739
ARG,Argentina,2018,ktoe,nonferrmet,432,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550
ARG,Argentina,2018,ktoe,ononspec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARG,Argentina,2018,ktoe,other_manufact,609,46,2334,406,0,103,0,102,0,0,0,0,0,0,1045,0,1045,4645
ARG,Argentina,2018,ktoe,ownuse,-313,0,-5179,-1730,0,-5,0,-37,0,0,0,0,0,0,0,0,0,-7264
ARG,Argentina,2018,ktoe,pipeline,0,0,712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712
ARG,Argentina,2018,ktoe,power,12598,-537,-16567,-763,0,-821,0,0,0,-121,-9,-2776,-42,-1798,-548,0,-3496,-11385
ARG,Argentina,2018,ktoe,production,0,35,39682,25586,0,0,0,0,0,121,9,2776,2768,1798,2148,0,7823,74925
ARG,Argentina,2018,ktoe,rail,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
ARG,Argentina,2018,ktoe,resident,3824,0,8809,0,0,0,11,1206,0,0,0,0,0,0,249,0,249,14099
ARG,Argentina,2018,ktoe,road,0,0,1992,0,6387,6518,0,0,0,0,0,0,1518,0,0,0,1518,16415
ARG,Argentina,2018,ktoe,services,2758,0,1401,14,0,103,0,201,0,0,0,0,0,0,151,0,151,4628
ARG,Argentina,2018,ktoe,statdiff,0,-198,0,1144,1,0,2,0,-8,0,0,0,39,0,0,0,39,980
ARG,Argentina,2018,ktoe,stockcha,0,62,-8,-770,48,-147,0,25,-1098,0,0,0,0,0,0,0,0,-1889
ARG,Argentina,2018,ktoe,tes,822,1376,47459,21170,511,2542,0,-1222,-924,121,9,2776,1520,1798,2148,0,6576,80108
ARG,Argentina,2018,ktoe,tfc,11072,606,20271,3301,6387,10270,11,1675,604,0,0,0,1518,0,1445,0,2963,57161
ARG,Argentina,2018,ktoe,tottranf,12598,-572,-16567,-19812,5875,7734,10,1013,1536,-121,-9,-2776,-42,-1798,-703,0,-3652,-13636
ARG,Argentina,2018,ktoe,transfer,0,0,-3933,2529,0,0,0,1921,0,0,0,0,0,0,0,0,0,518
ARG,Argentina,2018,ktoe,worldav,,0,0,0,,,,,0,,0,,0,,0,0,,
ARM,Armenia,2018,ktoe,cement,13,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95
ARM,Armenia,2018,ktoe,construc,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
ARM,Armenia,2018,ktoe,distloss,-53,0,-103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-155
ARM,Armenia,2018,ktoe,domesair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARM,Armenia,2018,ktoe,domesnav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARM,Armenia,2018,ktoe,eloutput,0,0,3376,0,0,0,0,0,0,2,19,2318,0,2076,0,0,2340,7791
ARM,Armenia,2018,ktoe,exports,-140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-140
ARM,Armenia,2018,ktoe,food_forest,36,0,64,0,0,17,0,0,0,0,0,0,0,0,0,0,0,118
ARM,Armenia,2018,ktoe,imports,18,1,2027,52,146,117,0,18,64,0,0,0,0,0,11,0,11,2451
ARM,Armenia,2018,ktoe,info_agrc,15,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,31
ARM,Armenia,2018,ktoe,info_fish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARM,Armenia,2018,ktoe,info_food,21,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
ARM,Armenia,2018,ktoe,info_wood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARM,Armenia,2018,ktoe,ironstl,6,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
ARM,Armenia,2018,ktoe,machinery,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ARM,Armenia,2018,ktoe,mining_chemicals,56,0,10,0,0,6,0,0,0,0,0,0,0,0,0,0,0,72
ARM,Armenia,2018,ktoe,nonenuse,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,39
ARM,Armenia,2018,ktoe,nonferrmet,19,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
ARM,Armenia,2018,ktoe,ononspec,131,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302
ARM,Armenia,2018,ktoe,other_manufact,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
ARM,Armenia,2018,ktoe,ownuse,-30,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35
ARM,Armenia,2018,ktoe,pipeline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARM,Armenia,2018,ktoe,power,670,0,-632,0,0,0,0,0,0,0,-2,-199,0,-541,0,1,-201,-703
ARM,Armenia,2018,ktoe,production,0,0,0,0,0,0,0,0,0,0,7,199,0,541,84,0,290,831
ARM,Armenia,2018,ktoe,rail,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
ARM,Armenia,2018,ktoe,resident,157,1,456,0,0,1,0,1,0,0,3,0,0,0,95,0,97,713
ARM,Armenia,2018,ktoe,road,1,0,455,0,146,92,0,14,0,0,0,0,0,0,0,0,0,707
ARM,Armenia,2018,ktoe,services,25,0,36,0,0,0,0,3,0,0,3,0,0,0,0,0,3,67
ARM,Armenia,2018,ktoe,statdiff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARM,Armenia,2018,ktoe,stockcha,0,0,17,-13,0,0,0,0,-64,0,0,0,0,0,0,0,0,-60
ARM,Armenia,2018,ktoe,tes,-122,1,2044,39,146,117,0,18,0,0,7,199,0,541,95,0,301,3083
ARM,Armenia,2018,ktoe,tfc,465,1,1305,39,146,117,0,18,0,0,5,0,0,0,95,0,100,2189
ARM,Armenia,2018,ktoe,tottranf,670,0,-632,0,0,0,0,0,0,0,-2,-199,0,-541,0,1,-201,-703
ARM,Armenia,2018,ktoe,transfer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARM,Armenia,2018,ktoe,worldav,,0,0,0,,,,,0,,0,,0,,0,0,,
AUS,Australia,2018,ktoe,cement,394,483,1101,38,0,25,0,99,0,0,0,0,5,0,60,0,65,2204
AUS,Australia,2018,ktoe,construc,24,0,71,10,1,461,0,6,0,0,0,0,0,0,0,0,0,573
AUS,Australia,2018,ktoe,distloss,-1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1154
AUS,Australia,2018,ktoe,domesair,0,0,0,0,0,0,0,0,3177,0,0,0,0,0,0,0,0,3177
AUS,Australia,2018,ktoe,domesnav,0,0,0,54,292,249,0,0,0,0,0,0,0,0,0,0,0,595
AUS,Australia,2018,ktoe,eloutput,0,157711,53817,390,0,4448,0,0,0,15164,9929,15831,1254,0,2264,0,44442,260808
AUS,Australia,2018,ktoe,exports,0,-246808,-72654,-11514,-119,-74,0,-1406,-121,0,0,0,0,0,0,0,0,-332696
AUS,Australia,2018,ktoe,food_forest,752,167,802,61,172,2258,1,68,0,0,0,0,22,0,2376,0,2394,6679
AUS,Australia,2018,ktoe,imports,0,304,4009,21026,4967,17291,0,484,5162,0,0,0,0,0,0,0,0,53244
AUS,Australia,2018,ktoe,info_agrc,182,0,25,0,164,2219,0,50,0,0,0,0,0,0,0,0,0,2640
AUS,Australia,2018,ktoe,info_fish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUS,Australia,2018,ktoe,info_food,494,163,724,58,8,34,1,16,0,0,0,0,22,0,2059,0,2077,3580
AUS,Australia,2018,ktoe,info_wood,75,4,53,3,0,5,0,1,0,0,0,0,0,0,317,0,317,458
AUS,Australia,2018,ktoe,ironstl,307,320,206,7,0,12,0,1,0,0,0,0,0,0,0,0,0,852
AUS,Australia,2018,ktoe,machinery,45,0,24,0,0,13,0,6,0,0,0,0,0,0,0,0,0,88
AUS,Australia,2018,ktoe,mining_chemicals,2004,269,939,89,0,2564,1,36,0,0,0,0,86,0,11,0,11,5999
AUS,Australia,2018,ktoe,nonenuse,0,0,1344,3895,0,0,5,236,0,0,0,0,0,0,0,0,0,5480
AUS,Australia,2018,ktoe,nonferrmet,2804,1597,2690,237,0,51,0,16,0,0,0,0,0,0,45,0,45,7442
AUS,Australia,2018,ktoe,ononspec,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
AUS,Australia,2018,ktoe,other_manufact,377,230,349,65,0,5,2,10,0,0,0,0,1,0,182,0,183,1220
AUS,Australia,2018,ktoe,ownuse,-2928,-861,-7808,-1393,0,-2818,-6,-6,0,0,0,0,0,0,0,0,0,-15820
AUS,Australia,2018,ktoe,pipeline,5,0,321,1,0,0,0,0,0,0,0,0,0,0,0,0,0,327
AUS,Australia,2018,ktoe,power,22425,-37593,-12302,-90,0,-1048,0,0,0,-1304,-854,-1361,-350,0,-807,0,-4676,-33283
AUS,Australia,2018,ktoe,production,0,287442,102164,12795,0,0,0,0,0,1304,1250,1361,595,0,4640,0,9059,411551
AUS,Australia,2018,ktoe,rail,278,0,0,0,2,1137,0,1,0,0,0,0,0,0,0,0,0,1418
AUS,Australia,2018,ktoe,resident,5095,1,3561,0,0,0,0,357,0,0,385,0,0,0,1151,0,1536,10549
AUS,Australia,2018,ktoe,road,,0,78,0,14132,13066,0,654,0,0,0,0,120,0,0,0,120,28050
AUS,Australia,2018,ktoe,services,6030,12,1303,71,0,704,9,95,0,0,11,0,12,0,7,0,29,8252
AUS,Australia,2018,ktoe,statdiff,0,-102,361,3521,877,-117,20,977,-294,0,0,0,0,0,0,0,0,5243
AUS,Australia,2018,ktoe,stockcha,0,1998,0,-759,-68,-366,-2,-81,-4792,0,0,0,0,0,0,0,0,-4071
AUS,Australia,2018,ktoe,tes,0,42936,33520,21549,4779,16850,-2,-1003,249,1304,1250,1361,595,0,4640,0,9059,128028
AUS,Australia,2018,ktoe,tfc,18344,3079,12802,4530,14606,20709,18,1588,3187,0,396,0,245,0,3833,0,4383,83334
AUS,Australia,2018,ktoe,tottranf,22425,-38894,-12303,-22505,8949,6793,6,603,3232,-1304,-854,-1361,-350,0,-807,0,-4676,-36369
AUS,Australia,2018,ktoe,transfer,0,0,-968,3358,0,0,0,1017,0,0,0,0,0,0,0,0,0,3407
AUS,Australia,2018,ktoe,worldav,,0,0,0,,,,,0,,0,,0,,0,0,,
AUT,Austria,2018,ktoe,cement,211,58,371,38,0,6,0,2,0,0,0,0,188,0,55,1,56,930
AUT,Austria,2018,ktoe,construc,46,0,35,6,0,202,0,4,0,0,0,0,12,0,6,5,18,317
AUT,Austria,2018,ktoe,distloss,-297,-18,-3,0,0,0,0,0,0,0,0,0,0,0,0,-293,0,-611
AUT,Austria,2018,ktoe,domesair,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,31
AUT,Austria,2018,ktoe,domesnav,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4
AUT,Austria,2018,ktoe,eloutput,0,3620,9918,713,0,3,0,0,0,6030,1438,37638,1681,0,3966,13,50036,65019
AUT,Austria,2018,ktoe,exports,-1645,-38,-4330,-987,-1057,-955,0,-94,-20,0,0,0,-403,0,-354,0,-758,-9885
AUT,Austria,2018,ktoe,food_forest,435,4,372,7,0,223,0,8,0,0,1,0,33,0,493,116,511,1693
AUT,Austria,2018,ktoe,imports,2414,2712,10821,9170,707,4832,1,69,87,0,0,0,556,0,370,0,926,31739
AUT,Austria,2018,ktoe,info_agrc,100,1,22,0,0,219,0,3,0,0,1,0,13,0,160,11,175,530
AUT,Austria,2018,ktoe,info_fish,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUT,Austria,2018,ktoe,info_food,178,3,288,5,0,1,0,4,0,0,0,0,3,0,8,31,12,522
AUT,Austria,2018,ktoe,info_wood,157,0,62,2,0,3,0,1,0,0,0,0,17,0,324,75,324,640
AUT,Austria,2018,ktoe,ironstl,215,224,430,1,0,1,0,0,0,0,0,0,1,0,0,7,2,879
AUT,Austria,2018,ktoe,machinery,438,0,206,7,0,9,0,13,0,0,0,0,1,0,8,50,9,733
AUT,Austria,2018,ktoe,mining_chemicals,569,22,621,10,0,6,0,2,0,0,0,0,71,0,39,62,47,1402
AUT,Austria,2018,ktoe,nonenuse,0,25,276,1450,0,0,1,13,0,0,0,0,0,0,0,0,0,1766
AUT,Austria,2018,ktoe,nonferrmet,91,2,134,0,0,0,0,2,0,0,0,0,0,0,1,2,1,234
AUT,Austria,2018,ktoe,ononspec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUT,Austria,2018,ktoe,other_manufact,560,88,613,5,0,1,0,1,0,0,0,0,18,0,734,31,746,2053
AUT,Austria,2018,ktoe,ownuse,-639,-388,-219,-266,0,0,0,-6,0,0,0,0,-14,0,0,0,0,-1533
AUT,Austria,2018,ktoe,pipeline,21,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274
AUT,Austria,2018,ktoe,power,5590,-816,-1951,-315,0,-3,0,0,0,-519,-124,-3236,-683,0,-983,1182,-5219,-1858
